uid,area,outages,customers,percent_out,dt_stamp
Wicomico2023-12-05T07:45:35,Wicomico,4,49638,0.008,12/05/2023 07:45:35 AM
Worcester2023-12-05T07:45:35,Worcester,0,58066,0.000,12/05/2023 07:45:35 AM
Allegany2023-12-05T08:00:40,Allegany,1,37315,0.003,12/05/2023 08:00:40 AM
Anne_Arundel2023-12-05T08:00:40,Anne Arundel,4,262862,0.002,12/05/2023 08:00:40 AM
Baltimore2023-12-05T08:00:40,Baltimore,4,378229,0.001,12/05/2023 08:00:40 AM
Baltimore_City2023-12-05T08:00:40,Baltimore City,0,287082,0.000,12/05/2023 08:00:40 AM
Calvert2023-12-05T08:00:40,Calvert,0,41951,0.000,12/05/2023 08:00:40 AM
Caroline2023-12-05T08:00:40,Caroline,0,16018,0.000,12/05/2023 08:00:40 AM
Carroll2023-12-05T08:00:40,Carroll,0,76573,0.000,12/05/2023 08:00:40 AM
Cecil2023-12-05T08:00:40,Cecil,0,50177,0.000,12/05/2023 08:00:40 AM
Charles2023-12-05T08:00:40,Charles,0,71620,0.000,12/05/2023 08:00:40 AM
Dorchester2023-12-05T08:00:40,Dorchester,0,19550,0.000,12/05/2023 08:00:40 AM
Frederick2023-12-05T08:00:40,Frederick,221,116456,0.190,12/05/2023 08:00:40 AM
Garrett2023-12-05T08:00:40,Garrett,0,20419,0.000,12/05/2023 08:00:40 AM
Wicomico2023-11-18T16:00:40,Wicomico,0,50337,0.000,11/18/2023 04:00:40 PM
Baltimore_City2023-11-14T16:00:38,Baltimore City,24,286478,0.008,11/14/2023 04:00:38 PM
Calvert2023-11-14T16:00:38,Calvert,0,41931,0.000,11/14/2023 04:00:38 PM
Caroline2023-11-14T16:00:38,Caroline,0,16266,0.000,11/14/2023 04:00:38 PM
Carroll2023-11-14T16:00:38,Carroll,0,76542,0.000,11/14/2023 04:00:38 PM
Cecil2023-11-14T16:00:38,Cecil,8,50454,0.016,11/14/2023 04:00:38 PM
Worcester2023-11-18T16:00:40,Worcester,0,60030,0.000,11/18/2023 04:00:40 PM
Caroline2023-11-20T16:00:39,Caroline,0,16267,0.000,11/20/2023 04:00:39 PM
Allegany2023-11-22T00:00:37,Allegany,0,37286,0.000,11/22/2023 12:00:37 AM
Anne_Arundel2023-11-22T00:00:37,Anne Arundel,895,262731,0.341,11/22/2023 12:00:37 AM
Baltimore2023-11-22T00:00:37,Baltimore,821,378074,0.217,11/22/2023 12:00:37 AM
Baltimore_City2023-11-22T00:00:37,Baltimore City,143,286710,0.050,11/22/2023 12:00:37 AM
Calvert2023-11-22T00:00:37,Calvert,14,41931,0.033,11/22/2023 12:00:37 AM
Caroline2023-11-22T00:00:37,Caroline,132,16271,0.811,11/22/2023 12:00:37 AM
Carroll2023-11-22T00:00:37,Carroll,11,76544,0.014,11/22/2023 12:00:37 AM
Cecil2023-11-22T00:00:37,Cecil,57,50434,0.113,11/22/2023 12:00:37 AM
Charles2023-11-22T00:00:37,Charles,23,71555,0.032,11/22/2023 12:00:37 AM
Dorchester2023-11-22T00:00:37,Dorchester,0,19976,0.000,11/22/2023 12:00:37 AM
Frederick2023-11-22T00:00:37,Frederick,5,116375,0.004,11/22/2023 12:00:37 AM
Garrett2023-11-22T00:00:37,Garrett,0,20424,0.000,11/22/2023 12:00:37 AM
Harford2023-11-22T00:00:37,Harford,48,114821,0.042,11/22/2023 12:00:37 AM
Howard2023-11-22T00:00:37,Howard,18,139325,0.013,11/22/2023 12:00:37 AM
Kent2023-11-22T00:00:37,Kent,12,12367,0.097,11/22/2023 12:00:37 AM
Montgomery2023-11-22T00:00:37,Montgomery,19,383402,0.005,11/22/2023 12:00:37 AM
Prince_George's2023-11-22T00:00:37,Prince George's,363,350533,0.104,11/22/2023 12:00:37 AM
Queen_Anne's2023-11-22T00:00:37,Queen Anne's,0,27556,0.000,11/22/2023 12:00:37 AM
Somerset2023-11-22T00:00:37,Somerset,0,11424,0.000,11/22/2023 12:00:37 AM
St._Mary's2023-11-22T00:00:37,St. Mary's,4,56107,0.007,11/22/2023 12:00:37 AM
Talbot2023-11-22T00:00:37,Talbot,0,23717,0.000,11/22/2023 12:00:37 AM
Washington2023-11-22T00:00:37,Washington,0,53965,0.000,11/22/2023 12:00:37 AM
Wicomico2023-11-22T00:00:37,Wicomico,29,50328,0.058,11/22/2023 12:00:37 AM
Worcester2023-11-22T00:00:37,Worcester,3,60011,0.005,11/22/2023 12:00:37 AM
Harford2023-12-05T08:00:40,Harford,4,114834,0.003,12/05/2023 08:00:40 AM
Howard2023-12-05T08:00:40,Howard,4,139380,0.003,12/05/2023 08:00:40 AM
Kent2023-12-05T08:00:40,Kent,0,12186,0.000,12/05/2023 08:00:40 AM
Montgomery2023-12-05T08:00:40,Montgomery,4,383430,0.001,12/05/2023 08:00:40 AM
Prince_George's2023-12-05T08:00:40,Prince George's,4,350648,0.001,12/05/2023 08:00:40 AM
Queen_Anne's2023-12-05T08:00:40,Queen Anne's,0,26900,0.000,12/05/2023 08:00:40 AM
Somerset2023-12-05T08:00:40,Somerset,1,11182,0.009,12/05/2023 08:00:40 AM
St._Mary's2023-12-05T08:00:40,St. Mary's,0,56116,0.000,12/05/2023 08:00:40 AM
Talbot2023-12-05T08:00:40,Talbot,0,23517,0.000,12/05/2023 08:00:40 AM
Charles2023-11-14T16:00:38,Charles,2,71555,0.003,11/14/2023 04:00:38 PM
Dorchester2023-11-14T16:00:38,Dorchester,0,19951,0.000,11/14/2023 04:00:38 PM
Frederick2023-11-14T16:00:38,Frederick,1,116374,0.001,11/14/2023 04:00:38 PM
Garrett2023-11-14T16:00:38,Garrett,0,20424,0.000,11/14/2023 04:00:38 PM
Harford2023-11-14T16:00:38,Harford,0,114790,0.000,11/14/2023 04:00:38 PM
Howard2023-11-14T16:00:38,Howard,0,139317,0.000,11/14/2023 04:00:38 PM
Kent2023-11-14T16:00:38,Kent,0,12368,0.000,11/14/2023 04:00:38 PM
Carroll2023-11-20T16:00:39,Carroll,74,76548,0.097,11/20/2023 04:00:39 PM
Washington2023-12-05T08:00:40,Washington,0,53997,0.000,12/05/2023 08:00:40 AM
Wicomico2023-12-05T08:00:40,Wicomico,4,49638,0.008,12/05/2023 08:00:40 AM
Worcester2023-12-05T08:00:40,Worcester,0,58066,0.000,12/05/2023 08:00:40 AM
Montgomery2023-11-14T16:00:38,Montgomery,17,383404,0.004,11/14/2023 04:00:38 PM
Prince_George's2023-11-14T16:00:38,Prince George's,2101,350521,0.599,11/14/2023 04:00:38 PM
Queen_Anne's2023-11-14T16:00:38,Queen Anne's,0,27552,0.000,11/14/2023 04:00:38 PM
Somerset2023-11-14T16:00:38,Somerset,0,11415,0.000,11/14/2023 04:00:38 PM
St._Mary's2023-11-14T16:00:38,St. Mary's,37,56107,0.066,11/14/2023 04:00:38 PM
Talbot2023-11-14T16:00:38,Talbot,0,23726,0.000,11/14/2023 04:00:38 PM
Washington2023-11-14T16:00:38,Washington,9,53964,0.017,11/14/2023 04:00:38 PM
Wicomico2023-11-14T16:00:38,Wicomico,0,50327,0.000,11/14/2023 04:00:38 PM
Worcester2023-11-14T16:00:38,Worcester,0,60003,0.000,11/14/2023 04:00:38 PM
Allegany2023-11-18T16:15:38,Allegany,0,37284,0.000,11/18/2023 04:15:38 PM
Anne_Arundel2023-11-18T16:15:38,Anne Arundel,4,262721,0.002,11/18/2023 04:15:38 PM
Baltimore2023-11-18T16:15:38,Baltimore,4,378027,0.001,11/18/2023 04:15:38 PM
Baltimore_City2023-11-18T16:15:38,Baltimore City,61,286715,0.021,11/18/2023 04:15:38 PM
Calvert2023-11-18T16:15:38,Calvert,0,41932,0.000,11/18/2023 04:15:38 PM
Caroline2023-11-18T16:15:38,Caroline,0,16285,0.000,11/18/2023 04:15:38 PM
Carroll2023-11-18T16:15:38,Carroll,13,76548,0.017,11/18/2023 04:15:38 PM
Cecil2023-11-18T16:15:38,Cecil,0,50442,0.000,11/18/2023 04:15:38 PM
Charles2023-11-18T16:15:38,Charles,12,71555,0.017,11/18/2023 04:15:38 PM
Dorchester2023-11-18T16:15:38,Dorchester,0,19981,0.000,11/18/2023 04:15:38 PM
Frederick2023-11-18T16:15:38,Frederick,0,116375,0.000,11/18/2023 04:15:38 PM
Garrett2023-11-18T16:15:38,Garrett,0,20424,0.000,11/18/2023 04:15:38 PM
Harford2023-11-18T16:15:38,Harford,0,114803,0.000,11/18/2023 04:15:38 PM
Howard2023-11-18T16:15:38,Howard,6,139312,0.004,11/18/2023 04:15:38 PM
Kent2023-11-18T16:15:38,Kent,0,12369,0.000,11/18/2023 04:15:38 PM
Montgomery2023-11-18T16:15:38,Montgomery,0,383408,0.000,11/18/2023 04:15:38 PM
Prince_George's2023-11-18T16:15:38,Prince George's,9,350561,0.003,11/18/2023 04:15:38 PM
Allegany2023-11-22T00:15:35,Allegany,0,37286,0.000,11/22/2023 12:15:35 AM
Anne_Arundel2023-11-22T00:15:35,Anne Arundel,894,262731,0.340,11/22/2023 12:15:35 AM
Baltimore2023-11-22T00:15:35,Baltimore,464,378074,0.123,11/22/2023 12:15:35 AM
Baltimore_City2023-11-22T00:15:35,Baltimore City,141,286710,0.049,11/22/2023 12:15:35 AM
Calvert2023-11-22T00:15:35,Calvert,3,41931,0.007,11/22/2023 12:15:35 AM
Caroline2023-11-22T00:15:35,Caroline,132,16271,0.811,11/22/2023 12:15:35 AM
Carroll2023-11-22T00:15:35,Carroll,11,76544,0.014,11/22/2023 12:15:35 AM
Cecil2023-11-22T00:15:35,Cecil,58,50434,0.115,11/22/2023 12:15:35 AM
Charles2023-11-22T00:15:35,Charles,23,71555,0.032,11/22/2023 12:15:35 AM
Dorchester2023-11-22T00:15:35,Dorchester,0,19976,0.000,11/22/2023 12:15:35 AM
Frederick2023-11-22T00:15:35,Frederick,5,116375,0.004,11/22/2023 12:15:35 AM
Garrett2023-11-22T00:15:35,Garrett,0,20424,0.000,11/22/2023 12:15:35 AM
Harford2023-11-22T00:15:35,Harford,50,114821,0.044,11/22/2023 12:15:35 AM
Howard2023-11-22T00:15:35,Howard,18,139325,0.013,11/22/2023 12:15:35 AM
Queen_Anne's2023-11-18T16:15:38,Queen Anne's,0,27561,0.000,11/18/2023 04:15:38 PM
Somerset2023-11-18T16:15:38,Somerset,0,11425,0.000,11/18/2023 04:15:38 PM
St._Mary's2023-11-18T16:15:38,St. Mary's,2,56107,0.004,11/18/2023 04:15:38 PM
Kent2023-11-22T00:15:35,Kent,12,12367,0.097,11/22/2023 12:15:35 AM
Montgomery2023-11-22T00:15:35,Montgomery,10,383402,0.003,11/22/2023 12:15:35 AM
Prince_George's2023-11-22T00:15:35,Prince George's,193,350533,0.055,11/22/2023 12:15:35 AM
Queen_Anne's2023-11-22T00:15:35,Queen Anne's,0,27556,0.000,11/22/2023 12:15:35 AM
Somerset2023-11-22T00:15:35,Somerset,0,11424,0.000,11/22/2023 12:15:35 AM
St._Mary's2023-11-22T00:15:35,St. Mary's,4,56107,0.007,11/22/2023 12:15:35 AM
Talbot2023-11-22T00:15:35,Talbot,13,23717,0.055,11/22/2023 12:15:35 AM
Washington2023-11-22T00:15:35,Washington,0,53965,0.000,11/22/2023 12:15:35 AM
Allegany2023-12-05T08:15:36,Allegany,0,37315,0.000,12/05/2023 08:15:36 AM
Anne_Arundel2023-12-05T08:15:36,Anne Arundel,4,262862,0.002,12/05/2023 08:15:36 AM
Baltimore2023-12-05T08:15:36,Baltimore,4,378229,0.001,12/05/2023 08:15:36 AM
Baltimore_City2023-12-05T08:15:36,Baltimore City,4,287082,0.001,12/05/2023 08:15:36 AM
Calvert2023-12-05T08:15:36,Calvert,0,41951,0.000,12/05/2023 08:15:36 AM
Caroline2023-12-05T08:15:36,Caroline,0,16018,0.000,12/05/2023 08:15:36 AM
Carroll2023-12-05T08:15:36,Carroll,0,76573,0.000,12/05/2023 08:15:36 AM
Cecil2023-12-05T08:15:36,Cecil,0,50177,0.000,12/05/2023 08:15:36 AM
Charles2023-12-05T08:15:36,Charles,0,71620,0.000,12/05/2023 08:15:36 AM
Dorchester2023-12-05T08:15:36,Dorchester,0,19549,0.000,12/05/2023 08:15:36 AM
Frederick2023-12-05T08:15:36,Frederick,220,116456,0.189,12/05/2023 08:15:36 AM
Garrett2023-12-05T08:15:36,Garrett,0,20419,0.000,12/05/2023 08:15:36 AM
Harford2023-12-05T08:15:36,Harford,4,114834,0.003,12/05/2023 08:15:36 AM
Talbot2023-11-18T16:15:38,Talbot,0,23725,0.000,11/18/2023 04:15:38 PM
Washington2023-11-18T16:15:38,Washington,1,53965,0.002,11/18/2023 04:15:38 PM
Wicomico2023-11-18T16:15:38,Wicomico,0,50337,0.000,11/18/2023 04:15:38 PM
Wicomico2023-11-22T00:15:35,Wicomico,29,50328,0.058,11/22/2023 12:15:35 AM
Worcester2023-11-22T00:15:35,Worcester,3,60011,0.005,11/22/2023 12:15:35 AM
Wicomico2023-11-23T15:30:35,Wicomico,0,50342,0.000,11/23/2023 03:30:35 PM
Allegany2023-11-14T16:15:36,Allegany,0,37284,0.000,11/14/2023 04:15:36 PM
Anne_Arundel2023-11-14T16:15:36,Anne Arundel,4,262583,0.002,11/14/2023 04:15:36 PM
Baltimore2023-11-14T16:15:36,Baltimore,10,377947,0.003,11/14/2023 04:15:36 PM
Baltimore_City2023-11-14T16:15:36,Baltimore City,39,286478,0.014,11/14/2023 04:15:36 PM
Calvert2023-11-14T16:15:36,Calvert,0,41931,0.000,11/14/2023 04:15:36 PM
Caroline2023-11-14T16:15:36,Caroline,0,16266,0.000,11/14/2023 04:15:36 PM
Carroll2023-11-14T16:15:36,Carroll,0,76542,0.000,11/14/2023 04:15:36 PM
Cecil2023-11-14T16:15:36,Cecil,9,50454,0.018,11/14/2023 04:15:36 PM
Charles2023-11-14T16:15:36,Charles,2,71555,0.003,11/14/2023 04:15:36 PM
Dorchester2023-11-14T16:15:36,Dorchester,0,19951,0.000,11/14/2023 04:15:36 PM
Frederick2023-11-14T16:15:36,Frederick,1,116374,0.001,11/14/2023 04:15:36 PM
Garrett2023-11-14T16:15:36,Garrett,0,20424,0.000,11/14/2023 04:15:36 PM
Harford2023-11-14T16:15:36,Harford,0,114790,0.000,11/14/2023 04:15:36 PM
Howard2023-11-14T16:15:36,Howard,0,139317,0.000,11/14/2023 04:15:36 PM
Kent2023-11-14T16:15:36,Kent,4,12368,0.032,11/14/2023 04:15:36 PM
Montgomery2023-11-14T16:15:36,Montgomery,17,383404,0.004,11/14/2023 04:15:36 PM
Prince_George's2023-11-14T16:15:36,Prince George's,2100,350521,0.599,11/14/2023 04:15:36 PM
Queen_Anne's2023-11-14T16:15:36,Queen Anne's,0,27552,0.000,11/14/2023 04:15:36 PM
Worcester2023-11-23T15:30:35,Worcester,0,60031,0.000,11/23/2023 03:30:35 PM
Allegany2023-11-23T19:15:35,Allegany,0,37286,0.000,11/23/2023 07:15:35 PM
Anne_Arundel2023-11-23T19:15:35,Anne Arundel,0,262754,0.000,11/23/2023 07:15:35 PM
Baltimore2023-11-23T19:15:35,Baltimore,10,378129,0.003,11/23/2023 07:15:35 PM
Baltimore_City2023-11-23T19:15:35,Baltimore City,14,286835,0.005,11/23/2023 07:15:35 PM
Calvert2023-11-23T19:15:35,Calvert,0,41933,0.000,11/23/2023 07:15:35 PM
Caroline2023-11-23T19:15:35,Caroline,0,16285,0.000,11/23/2023 07:15:35 PM
Carroll2023-11-23T19:15:35,Carroll,0,76546,0.000,11/23/2023 07:15:35 PM
Cecil2023-11-23T19:15:35,Cecil,0,50437,0.000,11/23/2023 07:15:35 PM
Charles2023-11-23T19:15:35,Charles,0,71555,0.000,11/23/2023 07:15:35 PM
Dorchester2023-11-23T19:15:35,Dorchester,0,19981,0.000,11/23/2023 07:15:35 PM
Frederick2023-11-23T19:15:35,Frederick,0,116375,0.000,11/23/2023 07:15:35 PM
Garrett2023-11-23T19:15:35,Garrett,0,20424,0.000,11/23/2023 07:15:35 PM
Harford2023-11-23T19:15:35,Harford,4,114826,0.003,11/23/2023 07:15:35 PM
Howard2023-11-23T19:15:35,Howard,4,139340,0.003,11/23/2023 07:15:35 PM
Kent2023-11-23T19:15:35,Kent,0,12367,0.000,11/23/2023 07:15:35 PM
Montgomery2023-11-23T19:15:35,Montgomery,4,383403,0.001,11/23/2023 07:15:35 PM
Prince_George's2023-11-23T19:15:35,Prince George's,8,350553,0.002,11/23/2023 07:15:35 PM
Queen_Anne's2023-11-23T19:15:35,Queen Anne's,0,27551,0.000,11/23/2023 07:15:35 PM
Somerset2023-11-23T19:15:35,Somerset,4,11428,0.035,11/23/2023 07:15:35 PM
Howard2023-12-05T08:15:36,Howard,4,139380,0.003,12/05/2023 08:15:36 AM
Kent2023-12-05T08:15:36,Kent,0,12186,0.000,12/05/2023 08:15:36 AM
Worcester2023-11-18T16:15:38,Worcester,0,60030,0.000,11/18/2023 04:15:38 PM
Cecil2023-11-20T16:00:39,Cecil,0,50432,0.000,11/20/2023 04:00:39 PM
Somerset2023-11-14T16:15:36,Somerset,0,11415,0.000,11/14/2023 04:15:36 PM
Allegany2023-11-18T16:30:35,Allegany,0,37284,0.000,11/18/2023 04:30:35 PM
Allegany2023-11-22T00:30:35,Allegany,0,37286,0.000,11/22/2023 12:30:35 AM
Montgomery2023-12-05T08:15:36,Montgomery,4,383430,0.001,12/05/2023 08:15:36 AM
Prince_George's2023-12-05T08:15:36,Prince George's,4,350648,0.001,12/05/2023 08:15:36 AM
Queen_Anne's2023-12-05T08:15:36,Queen Anne's,0,26900,0.000,12/05/2023 08:15:36 AM
Somerset2023-12-05T08:15:36,Somerset,1,11182,0.009,12/05/2023 08:15:36 AM
St._Mary's2023-12-05T08:15:36,St. Mary's,0,56116,0.000,12/05/2023 08:15:36 AM
Talbot2023-12-05T08:15:36,Talbot,0,23517,0.000,12/05/2023 08:15:36 AM
Washington2023-12-05T08:15:36,Washington,0,53997,0.000,12/05/2023 08:15:36 AM
Wicomico2023-12-05T08:15:36,Wicomico,4,49638,0.008,12/05/2023 08:15:36 AM
Worcester2023-12-05T08:15:36,Worcester,5,58066,0.009,12/05/2023 08:15:36 AM
St._Mary's2023-11-14T16:15:36,St. Mary's,37,56107,0.066,11/14/2023 04:15:36 PM
Talbot2023-11-14T16:15:36,Talbot,0,23726,0.000,11/14/2023 04:15:36 PM
Washington2023-11-14T16:15:36,Washington,1,53964,0.002,11/14/2023 04:15:36 PM
Wicomico2023-11-14T16:15:36,Wicomico,4,50327,0.008,11/14/2023 04:15:36 PM
Worcester2023-11-14T16:15:36,Worcester,0,60003,0.000,11/14/2023 04:15:36 PM
Carroll2023-11-16T13:30:36,Carroll,28,76541,0.037,11/16/2023 01:30:36 PM
Anne_Arundel2023-11-18T16:30:35,Anne Arundel,4,262721,0.002,11/18/2023 04:30:35 PM
Baltimore2023-11-18T16:30:35,Baltimore,4,378027,0.001,11/18/2023 04:30:35 PM
Baltimore_City2023-11-18T16:30:35,Baltimore City,61,286715,0.021,11/18/2023 04:30:35 PM
Calvert2023-11-18T16:30:35,Calvert,0,41932,0.000,11/18/2023 04:30:35 PM
Caroline2023-11-18T16:30:35,Caroline,0,16285,0.000,11/18/2023 04:30:35 PM
Carroll2023-11-18T16:30:35,Carroll,13,76548,0.017,11/18/2023 04:30:35 PM
Cecil2023-11-18T16:30:35,Cecil,0,50442,0.000,11/18/2023 04:30:35 PM
Charles2023-11-18T16:30:35,Charles,12,71555,0.017,11/18/2023 04:30:35 PM
Dorchester2023-11-18T16:30:35,Dorchester,0,19981,0.000,11/18/2023 04:30:35 PM
Frederick2023-11-18T16:30:35,Frederick,0,116375,0.000,11/18/2023 04:30:35 PM
Garrett2023-11-18T16:30:35,Garrett,0,20424,0.000,11/18/2023 04:30:35 PM
Harford2023-11-18T16:30:35,Harford,11,114803,0.010,11/18/2023 04:30:35 PM
Howard2023-11-18T16:30:35,Howard,6,139312,0.004,11/18/2023 04:30:35 PM
Kent2023-11-18T16:30:35,Kent,0,12369,0.000,11/18/2023 04:30:35 PM
Montgomery2023-11-18T16:30:35,Montgomery,0,383408,0.000,11/18/2023 04:30:35 PM
Anne_Arundel2023-11-22T00:30:35,Anne Arundel,894,262731,0.340,11/22/2023 12:30:35 AM
Baltimore2023-11-22T00:30:35,Baltimore,186,378074,0.049,11/22/2023 12:30:35 AM
Baltimore_City2023-11-22T00:30:35,Baltimore City,141,286710,0.049,11/22/2023 12:30:35 AM
Calvert2023-11-22T00:30:35,Calvert,3,41931,0.007,11/22/2023 12:30:35 AM
Caroline2023-11-22T00:30:35,Caroline,132,16271,0.811,11/22/2023 12:30:35 AM
Carroll2023-11-22T00:30:35,Carroll,11,76544,0.014,11/22/2023 12:30:35 AM
Cecil2023-11-22T00:30:35,Cecil,58,50434,0.115,11/22/2023 12:30:35 AM
Charles2023-11-22T00:30:35,Charles,23,71555,0.032,11/22/2023 12:30:35 AM
Dorchester2023-11-22T00:30:35,Dorchester,0,19976,0.000,11/22/2023 12:30:35 AM
Frederick2023-11-22T00:30:35,Frederick,5,116375,0.004,11/22/2023 12:30:35 AM
Garrett2023-11-22T00:30:35,Garrett,0,20424,0.000,11/22/2023 12:30:35 AM
Harford2023-11-22T00:30:35,Harford,424,114821,0.369,11/22/2023 12:30:35 AM
Cecil2023-11-16T13:30:36,Cecil,0,50443,0.000,11/16/2023 01:30:36 PM
Charles2023-11-16T13:30:36,Charles,12,71555,0.017,11/16/2023 01:30:36 PM
Dorchester2023-11-16T13:30:36,Dorchester,0,19960,0.000,11/16/2023 01:30:36 PM
Frederick2023-11-16T13:30:36,Frederick,45,116374,0.039,11/16/2023 01:30:36 PM
Allegany2023-11-14T16:30:35,Allegany,0,37284,0.000,11/14/2023 04:30:35 PM
Prince_George's2023-11-18T16:30:35,Prince George's,9,350561,0.003,11/18/2023 04:30:35 PM
Queen_Anne's2023-11-18T16:30:35,Queen Anne's,0,27561,0.000,11/18/2023 04:30:35 PM
Somerset2023-11-18T16:30:35,Somerset,0,11425,0.000,11/18/2023 04:30:35 PM
St._Mary's2023-11-18T16:30:35,St. Mary's,2,56107,0.004,11/18/2023 04:30:35 PM
Talbot2023-11-18T16:30:35,Talbot,0,23725,0.000,11/18/2023 04:30:35 PM
Washington2023-11-18T16:30:35,Washington,1,53965,0.002,11/18/2023 04:30:35 PM
Wicomico2023-11-18T16:30:35,Wicomico,0,50337,0.000,11/18/2023 04:30:35 PM
Allegany2023-12-05T08:30:35,Allegany,0,37315,0.000,12/05/2023 08:30:35 AM
Anne_Arundel2023-12-05T08:30:35,Anne Arundel,4,262862,0.002,12/05/2023 08:30:35 AM
Baltimore2023-12-05T08:30:35,Baltimore,4,378229,0.001,12/05/2023 08:30:35 AM
Anne_Arundel2023-11-14T16:30:35,Anne Arundel,4,262583,0.002,11/14/2023 04:30:35 PM
Baltimore2023-11-14T16:30:35,Baltimore,9,377947,0.002,11/14/2023 04:30:35 PM
Baltimore_City2023-11-14T16:30:35,Baltimore City,39,286478,0.014,11/14/2023 04:30:35 PM
Calvert2023-11-14T16:30:35,Calvert,0,41931,0.000,11/14/2023 04:30:35 PM
Caroline2023-11-14T16:30:35,Caroline,0,16266,0.000,11/14/2023 04:30:35 PM
Carroll2023-11-14T16:30:35,Carroll,0,76542,0.000,11/14/2023 04:30:35 PM
Cecil2023-11-14T16:30:35,Cecil,9,50454,0.018,11/14/2023 04:30:35 PM
Charles2023-11-14T16:30:35,Charles,2,71555,0.003,11/14/2023 04:30:35 PM
Dorchester2023-11-14T16:30:35,Dorchester,0,19951,0.000,11/14/2023 04:30:35 PM
Frederick2023-11-14T16:30:35,Frederick,0,116374,0.000,11/14/2023 04:30:35 PM
Garrett2023-11-14T16:30:35,Garrett,0,20424,0.000,11/14/2023 04:30:35 PM
Howard2023-11-22T00:30:35,Howard,18,139325,0.013,11/22/2023 12:30:35 AM
Kent2023-11-22T00:30:35,Kent,12,12367,0.097,11/22/2023 12:30:35 AM
Montgomery2023-11-22T00:30:35,Montgomery,10,383402,0.003,11/22/2023 12:30:35 AM
Prince_George's2023-11-22T00:30:35,Prince George's,184,350533,0.052,11/22/2023 12:30:35 AM
Queen_Anne's2023-11-22T00:30:35,Queen Anne's,0,27556,0.000,11/22/2023 12:30:35 AM
Somerset2023-11-22T00:30:35,Somerset,0,11424,0.000,11/22/2023 12:30:35 AM
St._Mary's2023-11-22T00:30:35,St. Mary's,4,56107,0.007,11/22/2023 12:30:35 AM
Talbot2023-11-22T00:30:35,Talbot,13,23717,0.055,11/22/2023 12:30:35 AM
Washington2023-11-22T00:30:35,Washington,0,53965,0.000,11/22/2023 12:30:35 AM
Wicomico2023-11-22T00:30:35,Wicomico,29,50328,0.058,11/22/2023 12:30:35 AM
Worcester2023-11-22T00:30:35,Worcester,0,60011,0.000,11/22/2023 12:30:35 AM
Baltimore_City2023-12-05T08:30:35,Baltimore City,4,287082,0.001,12/05/2023 08:30:35 AM
Calvert2023-12-05T08:30:35,Calvert,0,41951,0.000,12/05/2023 08:30:35 AM
Caroline2023-12-05T08:30:35,Caroline,0,16018,0.000,12/05/2023 08:30:35 AM
Carroll2023-12-05T08:30:35,Carroll,0,76573,0.000,12/05/2023 08:30:35 AM
Cecil2023-12-05T08:30:35,Cecil,0,50177,0.000,12/05/2023 08:30:35 AM
Charles2023-12-05T08:30:35,Charles,0,71620,0.000,12/05/2023 08:30:35 AM
Dorchester2023-12-05T08:30:35,Dorchester,0,19548,0.000,12/05/2023 08:30:35 AM
Frederick2023-12-05T08:30:35,Frederick,220,116456,0.189,12/05/2023 08:30:35 AM
Garrett2023-12-05T08:30:35,Garrett,0,20419,0.000,12/05/2023 08:30:35 AM
Harford2023-12-05T08:30:35,Harford,4,114834,0.003,12/05/2023 08:30:35 AM
Howard2023-12-05T08:30:35,Howard,7,139380,0.005,12/05/2023 08:30:35 AM
Kent2023-12-05T08:30:35,Kent,0,12186,0.000,12/05/2023 08:30:35 AM
Montgomery2023-12-05T08:30:35,Montgomery,4,383430,0.001,12/05/2023 08:30:35 AM
Harford2023-11-14T16:30:35,Harford,0,114790,0.000,11/14/2023 04:30:35 PM
Howard2023-11-14T16:30:35,Howard,0,139317,0.000,11/14/2023 04:30:35 PM
Kent2023-11-14T16:30:35,Kent,4,12368,0.032,11/14/2023 04:30:35 PM
Montgomery2023-11-14T16:30:35,Montgomery,17,383404,0.004,11/14/2023 04:30:35 PM
Prince_George's2023-11-14T16:30:35,Prince George's,2100,350521,0.599,11/14/2023 04:30:35 PM
Queen_Anne's2023-11-14T16:30:35,Queen Anne's,0,27552,0.000,11/14/2023 04:30:35 PM
Somerset2023-11-14T16:30:35,Somerset,0,11415,0.000,11/14/2023 04:30:35 PM
St._Mary's2023-11-14T16:30:35,St. Mary's,37,56107,0.066,11/14/2023 04:30:35 PM
Worcester2023-11-18T16:30:35,Worcester,0,60030,0.000,11/18/2023 04:30:35 PM
Charles2023-11-20T16:00:39,Charles,0,71555,0.000,11/20/2023 04:00:39 PM
Dorchester2023-11-20T16:00:39,Dorchester,0,19968,0.000,11/20/2023 04:00:39 PM
Frederick2023-11-20T16:00:39,Frederick,0,116375,0.000,11/20/2023 04:00:39 PM
Garrett2023-11-20T16:00:39,Garrett,1,20424,0.005,11/20/2023 04:00:39 PM
Harford2023-11-20T16:00:39,Harford,0,114809,0.000,11/20/2023 04:00:39 PM
Howard2023-11-20T16:00:39,Howard,5,139316,0.004,11/20/2023 04:00:39 PM
Allegany2023-11-18T16:45:36,Allegany,0,37284,0.000,11/18/2023 04:45:36 PM
Kent2023-11-20T16:00:39,Kent,4,12368,0.032,11/20/2023 04:00:39 PM
Prince_George's2023-12-05T08:30:35,Prince George's,4,350648,0.001,12/05/2023 08:30:35 AM
